entidadFederativa,grupoQuincenalEdad,total,Hombres,Mujeres,Anio
Ciudad de México,60 a 64 años,227283,99194,128089,2000
Ciudad de México,65 a 69 años,175174,73983,101191,2000
Ciudad de México,70 a 74 años,134345,55057,79288,2000
Ciudad de México,75 a 79 años,92943,38025,54918,2000
Ciudad de México,80 a 84 años,51638,19383,32255,2000
Ciudad de México,85 a 89 años,30845,10712,20133,2000
Ciudad de México,90 a 94 años,12237,3971,8266,2000
Ciudad de México,95 a 99 años,5012,1565,3447,2000
Ciudad de México,100 años y más,1163,413,750,2000
Ciudad de México,No especificado,128998,64543,64455,2000
Durango,0 a 4 años,168897,85927,82970,2000
Durango,5 a 9 años,177062,89736,87326,2000
Durango,10 a 14 años,172365,87255,85110,2000
Durango,15 a 19 años,150569,74630,75939,2000
Durango,20 a 24 años,129322,61380,67942,2000
Durango,25 a 29 años,113003,53011,59992,2000
Durango,30 a 34 años,100022,46641,53381,2000
Durango,35 a 39 años,90218,42492,47726,2000
Durango,40 a 44 años,73203,34716,38487,2000
Durango,45 a 49 años,57469,27538,29931,2000
Durango,50 a 54 años,48972,23698,25274,2000
Durango,55 a 59 años,39206,19190,20016,2000
Durango,60 a 64 años,36689,17978,18711,2000
Durango,65 a 69 años,27761,13685,14076,2000
Durango,70 a 74 años,20362,10158,10204,2000
Durango,75 a 79 años,13433,6802,6631,2000
Durango,80 a 84 años,6877,3247,3630,2000
Durango,85 a 89 años,4431,2068,2363,2000
Durango,90 a 94 años,1906,856,1050,2000
Durango,95 a 99 años,886,383,503,2000
Durango,100 años y más,255,104,151,2000
Durango,No especificado,15753,8026,7727,2000
Guanajuato,0 a 4 años,564593,286535,278058,2000
Guanajuato,5 a 9 años,582207,293238,288969,2000
Guanajuato,10 a 14 años,560147,282245,277902,2000
Guanajuato,15 a 19 años,501053,238000,263053,2000
Guanajuato,20 a 24 años,435713,195148,240565,2000
Guanajuato,25 a 29 años,371568,167169,204399,2000
Guanajuato,30 a 34 años,322249,147304,174945,2000
Guanajuato,35 a 39 años,280637,129610,151027,2000
Guanajuato,40 a 44 años,229441,107801,121640,2000
Guanajuato,45 a 49 años,177786,84189,93597,2000
Guanajuato,50 a 54 años,146282,69721,76561,2000
Guanajuato,55 a 59 años,111802,53119,58683,2000
Guanajuato,60 a 64 años,98676,46357,52319,2000
Guanajuato,65 a 69 años,76586,36029,40557,2000
Guanajuato,70 a 74 años,62089,29690,32399,2000
Guanajuato,75 a 79 años,42290,20215,22075,2000
Guanajuato,80 a 84 años,23925,10852,13073,2000
Guanajuato,85 a 89 años,15706,7049,8657,2000
Guanajuato,90 a 94 años,7235,3143,4092,2000
Guanajuato,95 a 99 años,3680,1528,2152,2000
Guanajuato,100 años y más,878,341,537,2000
Guanajuato,No especificado,48489,24032,24457,2000
Guerrero,0 a 4 años,391873,198055,193818,2000
Guerrero,5 a 9 años,411408,208037,203371,2000
Guerrero,10 a 14 años,394613,199865,194748,2000
Guerrero,15 a 19 años,333331,161191,172140,2000
Guerrero,20 a 24 años,265129,122169,142960,2000
Guerrero,25 a 29 años,215653,99525,116128,2000
Guerrero,30 a 34 años,186082,85746,100336,2000
Guerrero,35 a 39 años,176165,81594,94571,2000
Guerrero,40 a 44 años,142041,67300,74741,2000
Guerrero,45 a 49 años,117329,55640,61689,2000
Guerrero,50 a 54 años,96611,46272,50339,2000
Guerrero,55 a 59 años,76908,36481,40427,2000
Guerrero,60 a 64 años,72841,34344,38497,2000
Guerrero,65 a 69 años,54139,25200,28939,2000
Guerrero,70 a 74 años,42207,20193,22014,2000
Guerrero,75 a 79 años,26950,13153,13797,2000
Guerrero,80 a 84 años,17112,7872,9240,2000
Guerrero,85 a 89 años,9120,4185,4935,2000
Guerrero,90 a 94 años,4558,2034,2524,2000
Guerrero,95 a 99 años,2711,1219,1492,2000
Guerrero,100 años y más,1224,538,686,2000
Guerrero,No especificado,41644,20674,20970,2000
Hidalgo,0 a 4 años,243558,123609,119949,2000
Hidalgo,5 a 9 años,277830,140645,137185,2000
Hidalgo,10 a 14 años,271378,137272,134106,2000
Hidalgo,15 a 19 años,235368,114428,120940,2000
Hidalgo,20 a 24 años,195771,88949,106822,2000
Hidalgo,25 a 29 años,172960,78718,94242,2000
Hidalgo,30 a 34 años,155351,71301,84050,2000
Hidalgo,35 a 39 años,143447,66909,76538,2000
Hidalgo,40 a 44 años,117852,56602,61250,2000
Hidalgo,45 a 49 años,95309,46488,48821,2000
Hidalgo,50 a 54 años,77766,38145,39621,2000
Hidalgo,55 a 59 años,60808,29879,30929,2000
Hidalgo,60 a 64 años,51719,24910,26809,2000
Hidalgo,65 a 69 años,40119,19103,21016,2000
Hidalgo,70 a 74 años,30440,14494,15946,2000
Hidalgo,75 a 79 años,21911,10518,11393,2000
Hidalgo,80 a 84 años,12770,5727,7043,2000
Hidalgo,85 a 89 años,7406,3139,4267,2000
Hidalgo,90 a 94 años,3268,1274,1994,2000
Hidalgo,95 a 99 años,1835,686,1149,2000
Hidalgo,100 años y más,660,227,433,2000
Hidalgo,No especificado,18065,8970,9095,2000
Jalisco,0 a 4 años,703272,357599,345673,2000
Jalisco,5 a 9 años,720270,365438,354832,2000
Jalisco,10 a 14 años,708813,358780,350033,2000
Jalisco,15 a 19 años,673570,331655,341915,2000
Jalisco,20 a 24 años,589706,276164,313542,2000
Jalisco,25 a 29 años,529194,248483,280711,2000
Jalisco,30 a 34 años,453186,211880,241306,2000
Jalisco,35 a 39 años,397738,186637,211101,2000
Jalisco,40 a 44 años,334653,158651,176002,2000
Jalisco,45 a 49 años,264177,125130,139047,2000
Jalisco,50 a 54 años,224975,107972,117003,2000
Jalisco,55 a 59 años,169779,81869,87910,2000
Jalisco,60 a 64 años,140629,66144,74485,2000
Jalisco,65 a 69 años,108075,50693,57382,2000
Jalisco,70 a 74 años,84182,39184,44998,2000
Jalisco,75 a 79 años,63716,30017,33699,2000
Jalisco,80 a 84 años,39463,17838,21625,2000
Jalisco,85 a 89 años,24151,10772,13379,2000
Jalisco,90 a 94 años,9701,4103,5598,2000
Jalisco,95 a 99 años,4405,1819,2586,2000
Jalisco,100 años y más,1097,427,670,2000
Jalisco,No especificado,77250,38986,38264,2000
México,0 a 4 años,1366320,693821,672499,2000
México,5 a 9 años,1447047,731860,715187,2000
México,10 a 14 años,1363554,689319,674235,2000
México,15 a 19 años,1307977,645046,662931,2000
México,20 a 24 años,1250900,600382,650518,2000
México,25 a 29 años,1154041,548872,605169,2000
México,30 a 34 años,1008308,480221,528087,2000
México,35 a 39 años,883172,420989,462183,2000
México,40 a 44 años,706988,341811,365177,2000
México,45 a 49 años,535083,259150,275933,2000
México,50 a 54 años,422987,206575,216412,2000
México,55 a 59 años,303755,147106,156649,2000
México,60 a 64 años,242540,114932,127608,2000
México,65 a 69 años,178159,82133,96026,2000
México,70 a 74 años,123108,56031,67077,2000
México,75 a 79 años,84377,38231,46146,2000
México,80 a 84 años,41618,17412,24206,2000
México,85 a 89 años,25874,10056,15818,2000
México,90 a 94 años,10206,3640,6566,2000
México,95 a 99 años,6030,2107,3923,2000
México,100 años y más,1792,656,1136,2000
México,No especificado,632850,316863,315987,2000
Michoacán de Ocampo,0 a 4 años,453339,229097,224242,2000
Michoacán de Ocampo,5 a 9 años,492453,248571,243882,2000
Michoacán de Ocampo,10 a 14 años,498316,251262,247054,2000
Michoacán de Ocampo,15 a 19 años,436043,207543,228500,2000
Michoacán de Ocampo,20 a 24 años,357857,159888,197969,2000
Michoacán de Ocampo,25 a 29 años,294099,132374,161725,2000
Michoacán de Ocampo,30 a 34 años,255792,115836,139956,2000
Michoacán de Ocampo,35 a 39 años,233456,107652,125804,2000
Michoacán de Ocampo,40 a 44 años,196428,92879,103549,2000
Michoacán de Ocampo,45 a 49 años,154267,73326,80941,2000
Michoacán de Ocampo,50 a 54 años,132493,63146,69347,2000
Michoacán de Ocampo,55 a 59 años,102326,48464,53862,2000
Michoacán de Ocampo,60 a 64 años,94498,44526,49972,2000
Michoacán de Ocampo,65 a 69 años,75177,35293,39884,2000
Michoacán de Ocampo,70 a 74 años,61639,29772,31867,2000
Michoacán de Ocampo,75 a 79 años,42177,20718,21459,2000
Michoacán de Ocampo,80 a 84 años,25242,11868,13374,2000
Michoacán de Ocampo,85 a 89 años,15131,7120,8011,2000
Michoacán de Ocampo,90 a 94 años,6983,3189,3794,2000
Michoacán de Ocampo,95 a 99 años,3764,1592,2172,2000
Michoacán de Ocampo,100 años y más,1216,537,679,2000
Michoacán de Ocampo,No especificado,52971,26425,26546,2000
Morelos,0 a 4 años,160901,81500,79401,2000
Morelos,5 a 9 años,173589,87866,85723,2000
Morelos,10 a 14 años,166002,84615,81387,2000
Morelos,15 a 19 años,156544,76095,80449,2000
Morelos,20 a 24 años,137988,63439,74549,2000
Morelos,25 a 29 años,123189,56284,66905,2000
Morelos,30 a 34 años,109174,50137,59037,2000
Morelos,35 a 39 años,100957,46951,54006,2000
Morelos,40 a 44 años,84779,40113,44666,2000
Morelos,45 a 49 años,66776,32002,34774,2000
Morelos,50 a 54 años,53966,26075,27891,2000
Morelos,55 a 59 años,41813,19884,21929,2000
Morelos,60 a 64 años,36295,16989,19306,2000
Morelos,65 a 69 años,30268,14059,16209,2000
Morelos,70 a 74 años,22033,10422,11611,2000
Morelos,75 a 79 años,15196,7330,7866,2000
Morelos,80 a 84 años,7620,3490,4130,2000
Morelos,85 a 89 años,4953,2138,2815,2000
Morelos,90 a 94 años,2081,912,1169,2000
Morelos,95 a 99 años,1260,541,719,2000
Morelos,100 años y más,409,154,255,2000
Morelos,No especificado,59503,29803,29700,2000
Nayarit,0 a 4 años,100288,51107,49181,2000
Nayarit,5 a 9 años,107577,54727,52850,2000
Nayarit,10 a 14 años,107654,54737,52917,2000
Nayarit,15 a 19 años,97866,49021,48845,2000
Nayarit,20 a 24 años,81566,38786,42780,2000
Nayarit,25 a 29 años,72014,34447,37567,2000
Nayarit,30 a 34 años,62272,29734,32538,2000
Nayarit,35 a 39 años,57414,27608,29806,2000
Nayarit,40 a 44 años,49594,24008,25586,2000
Nayarit,45 a 49 años,40204,19711,20493,2000
Nayarit,50 a 54 años,33520,16820,16700,2000
Nayarit,55 a 59 años,27584,13924,13660,2000
Nayarit,60 a 64 años,23746,11964,11782,2000
Nayarit,65 a 69 años,18487,9317,9170,2000
Nayarit,70 a 74 años,13556,6913,6643,2000
Nayarit,75 a 79 años,9933,4981,4952,2000
Nayarit,80 a 84 años,6070,2902,3168,2000
Nayarit,85 a 89 años,3838,1826,2012,2000
Nayarit,90 a 94 años,1450,682,768,2000
Nayarit,95 a 99 años,680,316,364,2000
Nayarit,100 años y más,238,110,128,2000
Nayarit,No especificado,4634,2464,2170,2000
Nuevo León,0 a 4 años,396563,201948,194615,2000
Nuevo León,5 a 9 años,385771,196456,189315,2000
Nuevo León,10 a 14 años,355194,180250,174944,2000
Nuevo León,15 a 19 años,373807,187079,186728,2000
Nuevo León,20 a 24 años,391235,195585,195650,2000
Nuevo León,25 a 29 años,369135,183270,185865,2000
Nuevo León,30 a 34 años,322572,158942,163630,2000
Nuevo León,35 a 39 años,272200,134659,137541,2000
Nuevo León,40 a 44 años,224330,110097,114233,2000
Nuevo León,45 a 49 años,168680,82616,86064,2000
Nuevo León,50 a 54 años,144499,70886,73613,2000
Nuevo León,55 a 59 años,109729,53878,55851,2000
Nuevo León,60 a 64 años,92626,44938,47688,2000
Nuevo León,65 a 69 años,65875,31411,34464,2000
Nuevo León,70 a 74 años,48611,22607,26004,2000
Nuevo León,75 a 79 años,33324,15550,17774,2000
Nuevo León,80 a 84 años,17528,7667,9861,2000
Nuevo León,85 a 89 años,10634,4424,6210,2000
Nuevo León,90 a 94 años,4154,1677,2477,2000
Nuevo León,95 a 99 años,1741,664,1077,2000
Nuevo León,100 años y más,380,164,216,2000
Nuevo León,No especificado,45553,23171,22382,2000
Oaxaca,0 a 4 años,395993,200413,195580,2000
Oaxaca,5 a 9 años,458507,230819,227688,2000
Oaxaca,10 a 14 años,443874,224737,219137,2000
Oaxaca,15 a 19 años,364876,177322,187554,2000
Oaxaca,20 a 24 años,288035,130967,157068,2000
Oaxaca,25 a 29 años,239657,109330,130327,2000
Oaxaca,30 a 34 años,213839,98179,115660,2000
Oaxaca,35 a 39 años,199131,92160,106971,2000
Oaxaca,40 a 44 años,167187,78342,88845,2000
Oaxaca,45 a 49 años,139877,65800,74077,2000
Oaxaca,50 a 54 años,116999,55337,61662,2000
Oaxaca,55 a 59 años,96806,45487,51319,2000
Oaxaca,60 a 64 años,89096,42185,46911,2000
Oaxaca,65 a 69 años,68801,32165,36636,2000
Oaxaca,70 a 74 años,52015,25100,26915,2000
Oaxaca,75 a 79 años,36889,17946,18943,2000
Oaxaca,80 a 84 años,22243,10161,12082,2000
Oaxaca,85 a 89 años,12144,5476,6668,2000
Oaxaca,90 a 94 años,5243,2301,2942,2000
Oaxaca,95 a 99 años,2871,1176,1695,2000
Oaxaca,100 años y más,1013,421,592,2000
Oaxaca,No especificado,23669,11582,12087,2000
Puebla,0 a 4 años,578641,293332,285309,2000
Puebla,5 a 9 años,623917,314710,309207,2000
Puebla,10 a 14 años,600452,303571,296881,2000
Puebla,15 a 19 años,532196,258724,273472,2000
Puebla,20 a 24 años,460965,214250,246715,2000
Puebla,25 a 29 años,384326,178237,206089,2000
Puebla,30 a 34 años,332646,153434,179212,2000
Puebla,35 a 39 años,297693,138467,159226,2000
Puebla,40 a 44 años,243578,114420,129158,2000
Puebla,45 a 49 años,197500,92631,104869,2000
Puebla,50 a 54 años,162662,76667,85995,2000
Puebla,55 a 59 años,127639,59810,67829,2000
Puebla,60 a 64 años,111996,51913,60083,2000
Puebla,65 a 69 años,89492,40477,49015,2000
Puebla,70 a 74 años,67351,31233,36118,2000
Puebla,75 a 79 años,48685,22735,25950,2000
Puebla,80 a 84 años,27369,12137,15232,2000
Puebla,85 a 89 años,16421,6957,9464,2000
Puebla,90 a 94 años,7044,2835,4209,2000
Puebla,95 a 99 años,4142,1559,2583,2000
Puebla,100 años y más,1288,421,867,2000
Puebla,No especificado,160683,80281,80402,2000
Querétaro,0 a 4 años,163581,83110,80471,2000
Querétaro,5 a 9 años,174551,87912,86639,2000
Querétaro,10 a 14 años,164074,82482,81592,2000
Querétaro,15 a 19 años,152906,73825,79081,2000
Querétaro,20 a 24 años,136899,63403,73496,2000
Querétaro,25 a 29 años,119099,55547,63552,2000
Querétaro,30 a 34 años,103722,48193,55529,2000
Querétaro,35 a 39 años,90271,43023,47248,2000
Querétaro,40 a 44 años,72087,34784,37303,2000
Querétaro,45 a 49 años,53778,26143,27635,2000
Querétaro,50 a 54 años,41725,20337,21388,2000
Querétaro,55 a 59 años,31402,15160,16242,2000
Querétaro,60 a 64 años,25807,12175,13632,2000
Querétaro,65 a 69 años,19724,9247,10477,2000
Querétaro,70 a 74 años,15069,7071,7998,2000
Querétaro,75 a 79 años,10678,5062,5616,2000
Querétaro,80 a 84 años,5795,2522,3273,2000
Querétaro,85 a 89 años,3719,1523,2196,2000
Querétaro,90 a 94 años,1683,660,1023,2000
Querétaro,95 a 99 años,868,351,517,2000
Querétaro,100 años y más,231,93,138,2000
Querétaro,No especificado,16637,8343,8294,2000
Quintana Roo,0 a 4 años,105575,54075,51500,2000
Quintana Roo,5 a 9 años,105081,53180,51901,2000
Quintana Roo,10 a 14 años,90648,46119,44529,2000
Quintana Roo,15 a 19 años,88870,45249,43621,2000
Quintana Roo,20 a 24 años,94752,47989,46763,2000
Quintana Roo,25 a 29 años,90750,45804,44946,2000
Quintana Roo,30 a 34 años,77734,39932,37802,2000
Quintana Roo,35 a 39 años,61416,31674,29742,2000
Quintana Roo,40 a 44 años,43641,22769,20872,2000
Quintana Roo,45 a 49 años,31473,16553,14920,2000
Quintana Roo,50 a 54 años,23169,12359,10810,2000
Quintana Roo,55 a 59 años,15498,8164,7334,2000
Quintana Roo,60 a 64 años,11995,6274,5721,2000
Quintana Roo,65 a 69 años,7861,4015,3846,2000
Quintana Roo,70 a 74 años,5226,2819,2407,2000
Quintana Roo,75 a 79 años,3641,2027,1614,2000
Quintana Roo,80 a 84 años,1984,1076,908,2000
Quintana Roo,85 a 89 años,1006,537,469,2000
Quintana Roo,90 a 94 años,361,188,173,2000
Quintana Roo,95 a 99 años,227,136,91,2000
Quintana Roo,100 años y más,109,63,46,2000
Quintana Roo,No especificado,13946,7306,6640,2000
San Luis Potosí,0 a 4 años,268764,135872,132892,2000
San Luis Potosí,5 a 9 años,290504,147015,143489,2000
San Luis Potosí,10 a 14 años,277667,140526,137141,2000
San Luis Potosí,15 a 19 años,241303,117718,123585,2000
San Luis Potosí,20 a 24 años,198991,92557,106434,2000
San Luis Potosí,25 a 29 años,173542,80316,93226,2000
San Luis Potosí,30 a 34 años,155396,72232,83164,2000
San Luis Potosí,35 a 39 años,139428,65768,73660,2000
San Luis Potosí,40 a 44 años,115022,55132,59890,2000
San Luis Potosí,45 a 49 años,91334,44117,47217,2000
San Luis Potosí,50 a 54 años,78078,37879,40199,2000
San Luis Potosí,55 a 59 años,62406,30541,31865,2000
San Luis Potosí,60 a 64 años,57657,27835,29822,2000
San Luis Potosí,65 a 69 años,44101,21643,22458,2000
San Luis Potosí,70 a 74 años,34381,17027,17354,2000
San Luis Potosí,75 a 79 años,24001,12027,11974,2000
San Luis Potosí,80 a 84 años,12141,5860,6281,2000
San Luis Potosí,85 a 89 años,8117,3726,4391,2000
San Luis Potosí,90 a 94 años,3908,1718,2190,2000
San Luis Potosí,95 a 99 años,1982,855,1127,2000
San Luis Potosí,100 años y más,580,227,353,2000
San Luis Potosí,No especificado,20057,10246,9811,2000
Sinaloa,0 a 4 años,280226,142796,137430,2000
Sinaloa,5 a 9 años,293365,148806,144559,2000
Sinaloa,10 a 14 años,282780,144221,138559,2000
Sinaloa,15 a 19 años,267418,134696,132722,2000
Sinaloa,20 a 24 años,240944,118951,121993,2000
Sinaloa,25 a 29 años,211879,102847,109032,2000
Sinaloa,30 a 34 años,182741,88252,94489,2000
Sinaloa,35 a 39 años,165228,79430,85798,2000
Sinaloa,40 a 44 años,140257,68165,72092,2000
Sinaloa,45 a 49 años,108884,53727,55157,2000
Sinaloa,50 a 54 años,91022,45766,45256,2000
Sinaloa,55 a 59 años,72198,36751,35447,2000
Sinaloa,60 a 64 años,60539,30717,29822,2000
Sinaloa,65 a 69 años,43760,21897,21863,2000
Sinaloa,70 a 74 años,32080,16165,15915,2000
Sinaloa,75 a 79 años,22153,10939,11214,2000
Sinaloa,80 a 84 años,13422,6292,7130,2000
Sinaloa,85 a 89 años,7860,3526,4334,2000
Sinaloa,90 a 94 años,2930,1261,1669,2000
Sinaloa,95 a 99 años,1379,609,770,2000
Sinaloa,100 años y más,459,190,269,2000
Sinaloa,No especificado,15320,8139,7181,2000
Sonora,0 a 4 años,244619,124895,119724,2000
Sonora,5 a 9 años,246494,125302,121192,2000
Sonora,10 a 14 años,228055,115733,112322,2000
Sonora,15 a 19 años,218530,110432,108098,2000
Sonora,20 a 24 años,210638,104754,105884,2000
Sonora,25 a 29 años,195388,96583,98805,2000
Sonora,30 a 34 años,172782,84967,87815,2000
Sonora,35 a 39 años,154516,76116,78400,2000
Sonora,40 a 44 años,131251,65236,66015,2000
Sonora,45 a 49 años,99234,49469,49765,2000
Sonora,50 a 54 años,80037,40221,39816,2000
Sonora,55 a 59 años,61747,30932,30815,2000
Sonora,60 a 64 años,52615,26211,26404,2000
Sonora,65 a 69 años,38990,19465,19525,2000
Sonora,70 a 74 años,28081,13992,14089,2000
Sonora,75 a 79 años,19133,9546,9587,2000
Sonora,80 a 84 años,10430,4768,5662,2000
Sonora,85 a 89 años,5569,2411,3158,2000
Sonora,90 a 94 años,1964,809,1155,2000
Sonora,95 a 99 años,872,377,495,2000
Sonora,100 años y más,291,128,163,2000
Sonora,No especificado,15733,8243,7490,2000
Tabasco,0 a 4 años,213787,108402,105385,2000
Tabasco,5 a 9 años,228831,115198,113633,2000
Tabasco,10 a 14 años,228638,115487,113151,2000
Tabasco,15 a 19 años,212731,103712,109019,2000
Tabasco,20 a 24 años,187604,88414,99190,2000
Tabasco,25 a 29 años,159811,75114,84697,2000
Tabasco,30 a 34 años,137071,66120,70951,2000
Tabasco,35 a 39 años,127391,62556,64835,2000
Tabasco,40 a 44 años,97004,48328,48676,2000
Tabasco,45 a 49 años,76068,38312,37756,2000
Tabasco,50 a 54 años,56490,28725,27765,2000
Tabasco,55 a 59 años,42339,21172,21167,2000
Tabasco,60 a 64 años,36344,18246,18098,2000
Tabasco,65 a 69 años,26854,13283,13571,2000
Tabasco,70 a 74 años,18952,9894,9058,2000
Tabasco,75 a 79 años,12879,6724,6155,2000
Tabasco,80 a 84 años,7156,3607,3549,2000
Tabasco,85 a 89 años,4324,2114,2210,2000
Tabasco,90 a 94 años,2081,1015,1066,2000
Tabasco,95 a 99 años,1225,624,601,2000
Tabasco,100 años y más,573,273,300,2000
Tabasco,No especificado,13676,7195,6481,2000
Tamaulipas,0 a 4 años,296314,151229,145085,2000
Tamaulipas,5 a 9 años,294747,149746,145001,2000
Tamaulipas,10 a 14 años,270114,137462,132652,2000
Tamaulipas,15 a 19 años,271411,134951,136460,2000
Tamaulipas,20 a 24 años,272292,132737,139555,2000
Tamaulipas,25 a 29 años,252514,122317,130197,2000
Tamaulipas,30 a 34 años,222680,108057,114623,2000
Tamaulipas,35 a 39 años,190906,93099,97807,2000
Tamaulipas,40 a 44 años,154690,75506,79184,2000
Tamaulipas,45 a 49 años,116567,56909,59658,2000
